Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Intex Aqua Selfie,Intex,Aqua Selfie,3000,5.5,Yes,720,1280,1,2000,16,8,5,Android,Yes,Yes,No,1,Yes,Yes,4879,$95 ,17-Jul,120.27,4.789739215
Asus ZenFone 4 Selfie,Asus,ZenFone 4 Selfie,3000,5.5,Yes,1080,1920,4,4000,32,16,12,Android,Yes,Yes,Yes,1,Yes,Yes,6449,$250 ,17-Jul,316.5,5.757323242
Xolo Era 1X Pro,Xolo,Era 1X Pro,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6888,$90 ,17-Jul,113.94,4.735671994
LG Q6+,LG,Q6+,3000,5.5,Yes,1080,2160,8,4000,64,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,9999,$320 ,17-Jul,405.12,6.00418332
Intex Aqua S3,Intex,Aqua S3,2450,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3980,$80 ,17-Jul,101.28,4.617888958
HTC U11,HTC,U11,3000,5.5,Yes,1440,2560,8,6000,128,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,53990,$649 ,17-Jun,821.634,6.71129504
Motorola Moto Z2 Play,Motorola,Moto Z2 Play,3000,5.5,Yes,1080,1920,8,4000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,10499,$499 ,17-Jun,631.734,6.448468419
Yu Yureka Black,Yu,reka Black,3000,5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5990,$140 ,17-Jun,177.24,5.177504746
OnePlus 5,OnePlus,5,3300,5.5,Yes,1080,1920,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,17499,$479 ,17-Jun,606.414,6.407562921
Sony Xperia XZ Premium,Sony,Xperia XZ Premium,3230,5.5,Yes,2160,3840,8,4000,64,19,13,Android,Yes,Yes,Yes,2,Yes,Yes,33500,$800 ,17-Jun,1012.8,6.920474051
Asus ZenFone AR,Asus,ZenFone AR,3300,5.7,Yes,1440,2560,4,8000,128,23,8,Android,Yes,Yes,Yes,2,Yes,Yes,49999,$599 ,17-Jun,758.334,6.631123922
InFocus Turbo 5,InFocus,Turbo 5,5000,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7099,$120 ,17-Jun,151.92,5.023354067
Karbonn Aura Note 2,Karbonn,Aura Note 2,2900,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6200,$130 ,17-Jun,164.58,5.103396774
Zopo Speed X,Zopo,Speed X,2680,5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,7399,$150 ,17-Jun,189.9,5.246497618
Intex Elyt e7,Intex,Elyt e7,4020,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,No,Yes,3999,$110 ,17-Jun,139.26,4.93634269
Nokia 3,Nokia,3,2630,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6900,$160 ,17-Jun,202.56,5.311036139
Nubia M2 Play,Nubia,M2 Play,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$180 ,17-Jun,227.88,5.428819175
Samsung Galaxy J7 Max,Samsung,Galaxy J7 Max,3300,5.7,Yes,1080,1920,8,4000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,11046,$290 ,17-Jun,367.14,5.905743247
Samsung Galaxy J7 Pro,Samsung,Galaxy J7 Pro,3600,5.5,Yes,1080,1920,8,3000,64,13,13,Android,Yes,Yes,Yes,2,No,Yes,16900,$330 ,17-Jun,417.78,6.034954978
Lyf Water 7S,Lyf,Water 7S,2800,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990,$110 ,17-Jun,139.26,4.93634269
Motorola Moto C Plus,Motorola,Moto C Plus,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6190,$130 ,17-Jun,164.58,5.103396774
Motorola Moto E4 Plus,Motorola,Moto E4 Plus,5000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$180 ,17-Jun,227.88,5.428819175
Motorola Moto C,Motorola,Moto C,2350,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,5499,$110 ,17-Jun,139.26,4.93634269
Motorola Moto E4,Motorola,Moto E4,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499,$150 ,17-Jun,189.9,5.246497618
Micromax Dual 5,Micromax,Dual 5,3200,5.5,Yes,1080,1920,8,4000,128,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,13999,$365 ,17-Mar,462.09,6.135759677
Oppo F3 Plus,Oppo,F3 Plus,4000,6,Yes,1080,1920,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,13990,$475 ,17-Mar,601.35,6.399177128
Motorola Moto G5 Plus,Motorola,Moto G5 Plus,3000,5.2,Yes,1080,1920,8,3000,16,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,10900,$229 ,17-Mar,289.914,5.669584327
Lava Z25,Lava,Z25,3020,5.5,Yes,720,1280,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12000,$220 ,17-Mar,278.52,5.62948987
Nubia M2,Nubia,M2,3630,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,12990,$390 ,17-Mar,493.74,6.202009063
Coolpad Note 5 Lite,Coolpad,Note 5 Lite,2500,5,Yes,720,1280,4,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4290,$120 ,17-Mar,151.92,5.023354067
Gionee A1,Gionee,A1,4010,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$250 ,17-Mar,316.5,5.757323242
Gionee A1 Plus,Gionee,A1 Plus,4550,6,Yes,1080,1920,8,4000,64,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,994,$300 ,17-Mar,379.8,5.939644798
Motorola Moto G5,Motorola,Moto G5,2800,5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5450,$210 ,17-Mar,265.86,5.582969854
Lava Z10,Lava,Z10,2620,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,Yes,8920,$180 ,17-Mar,227.88,5.428819175
Vivo Y66,Vivo,Y66,3000,5.5,Yes,720,1280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,10999,$217 ,17-Mar,274.722,5.615759677
Zopo Flash X Plus,Zopo,Flash X Plus,3100,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,6990,$200 ,17-Mar,253.2,5.53417969
Vivo Y53,Vivo,Y53,2500,5,Yes,540,960,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8490,$150 ,17-Mar,189.9,5.246497618
Micromax Spark Vdeo,Micromax,Spark Vdeo,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,4999,$65 ,17-Mar,82.29,4.410249594
Zen Admire Swadesh,Zen,Admire Swadesh,2000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,4790,$60 ,17-Mar,75.96,4.330206886
Nubia N2,Nubia,N2,5000,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9049,$200 ,17-Mar,253.2,5.53417969
Nubia M2 Lite,Nubia,M2 Lite,3000,5.5,Yes,720,1280,8,3000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,7160,$180 ,17-Mar,227.88,5.428819175
Karbonn Aura Sleek 4G,Karbonn,Aura Sleek 4G,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,5668,$80 ,17-Mar,101.28,4.617888958
Intex Aqua Trend Lite,Intex,Aqua Trend Lite,2600,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999,$70 ,17-Mar,88.62,4.484357566
Lenovo Vibe B,Lenovo,Vibe B,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,6450,$88 ,17-Mar,111.408,4.713199138
LeEco Le Pro 3 Elite,LeEco,Le Pro 3 Elite,4070,5.5,Yes,1080,1920,4,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10990,$245 ,17-Mar,310.17,5.737120534
iVoomi iV505,iVoomi,iV505,3000,5,Yes,1440,2560,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3900,$75 ,17-Mar,94.95,4.553350437
Swipe Elite Sense,Swipe,Elite Sense,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4400,$110 ,17-Mar,139.26,4.93634269
Intex Aqua Strong 5.1+,Intex,Aqua Strong 5.1+,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,3690,$70 ,17-Mar,88.62,4.484357566
Nubia N1 lite,Nubia,N1 lite,3000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,$140 ,17-Mar,177.24,5.177504746
ZTE Blade V8 Mini,ZTE,Blade V8 Mini,2800,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,No,No,5200,$200 ,17-Mar,253.2,5.53417969
Xiaomi Mi Max 2,Xiaomi,Mi Max 2,5300,6.44,Yes,1080,1920,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$250 ,17-May,316.5,5.757323242
Asus ZenFone Zoom S,Asus,ZenFone Zoom S,5000,5.5,Yes,1080,1920,8,4000,64,12,13,Android,Yes,Yes,Yes,2,Yes,Yes,26999,$329 ,17-May,416.514,6.031920074
Oppo F3,Oppo,F3,3200,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,11990,$320 ,17-May,405.12,6.00418332
Smartron srt.phone,Smartron,srt.phone,3000,5.5,Yes,1080,1920,8,4000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,$180 ,17-May,227.88,5.428819175
Micromax Canvas 2 (2017),Micromax,Canvas 2 (2017),3050,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4399,$150 ,17-May,189.9,5.246497618
Panasonic Eluga I3 Mega,Panasonic,Eluga I3 Mega,4000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5831,$170 ,17-May,215.22,5.371660761
Ziox Astra VIVA 4G,Ziox,Astra VIVA 4G,2500,5,No,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,Yes,3499,$70 ,17-May,88.62,4.484357566
Lava A77,Lava,A77,2000,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900,$80 ,17-May,101.28,4.617888958
Karbonn Aura Power 4G Plus,Karbonn,Aura Power 4G Plus,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3399,$90 ,17-May,113.94,4.735671994
Itel Wish A21,Itel,Wish A21,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3860,$65 ,17-May,82.29,4.410249594
Itel Wish A41+,Itel,Wish A41+,2400,5,Yes,480,854,4,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6506,$75 ,17-May,94.95,4.553350437
Samsung Z4,Samsung,Z4,1050,4.5,Yes,480,800,4,1000,8,5,5,Tizen,Yes,Yes,Yes,2,Yes,Yes,4790,$90 ,17-May,113.94,4.735671994
Panasonic P85,Panasonic,P85,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,No,2,Yes,Yes,6499,$120 ,17-May,151.92,5.023354067
Panasonic Eluga Ray,Panasonic,Eluga Ray,4000,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999,$130 ,17-May,164.58,5.103396774
Karbonn Aura 4G,Karbonn,Aura 4G,2150,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6326,$85 ,17-May,107.61,4.67851358
Intex Aqua Crystal Plus,Intex,Aqua Crystal Plus,2100,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,7490,$95 ,17-May,120.27,4.789739215
Asus ZenFone Go 5.5 (ZB552KL),Asus,ZenFone Go 5.5 (ZB552KL),3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6110,$150 ,17-May,189.9,5.246497618
Ziox Astra Colors 4G,Ziox,Astra Colors 4G,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,No,2,Yes,Yes,4399,$80 ,17-May,101.28,4.617888958
Zen Admire Joy,Zen,Admire Joy,2000,5,No,480,854,4,768,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999,$70 ,17-May,88.62,4.484357566
Intex Aqua A4,Intex,Aqua A4,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4625,$60 ,17-May,75.96,4.330206886
Zopo Color M5,Zopo,Color M5,2100,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3389,$80 ,17-May,101.28,4.617888958
Videocon Krypton 22,Videocon,Krypton 22,2450,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999,$90 ,17-May,113.94,4.735671994
Zen Admire Metal,Zen,Admire Metal,2500,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599,$85 ,17-May,107.61,4.67851358
Ziox Astra Force 4G,Ziox,Astra Force 4G,3000,5,Yes,480,854,4,1000,16,5,5,Android,Yes,Yes,Yes,2,No,Yes,3499,$75 ,17-May,94.95,4.553350437
Zopo Color M4,Zopo,Color M4,1450,4,No,480,800,4,1000,16,0,0,Android,Yes,Yes,Yes,2,No,No,4888,$70 ,17-May,88.62,4.484357566
HTC U11+,HTC,U11+,3930,6,Yes,1440,2560,8,6000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,52990,$849 ,17-Nov,1074.834,6.97992151
Apple iPhone X,Apple,iPhone X,2716,5.8,Yes,1125,2436,6,3000,64,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,69999,$999 ,17-Nov,1264.734,7.142617102
Infinix Zero 5 Pro,Infinix,Zero 5 Pro,4350,5.98,Yes,1080,1920,8,6000,128,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,15900,$275 ,17-Nov,348.15,5.852633421
OnePlus 5T,OnePlus,5T,3300,6.01,Yes,1080,2160,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,28499,$500 ,17-Nov,633,6.450470422
Vivo V7,Vivo,V7,3000,5.7,Yes,720,1440,8,4000,32,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,13990,$300 ,17-Nov,379.8,5.939644798
Redmi Y1,Xiaomi,Redmi Y1,3080,5.5,Yes,720,1280,8,2000,16,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,8490,$140 ,17-Nov,177.24,5.177504746
Micromax Bharat 2 Plus,Micromax,Bharat 2 Plus,1600,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2340,$50 ,17-Nov,63.3,4.147885329
Intex Elyt Dual,Intex,Elyt Dual,2400,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5295,$90 ,17-Nov,113.94,4.735671994
Gionee F205,Gionee,F205,2670,5.45,Yes,720,1440,8,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999,$120 ,17-Nov,151.92,5.023354067
Panasonic P91,Panasonic,P91,2500,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,No,Yes,2,Yes,Yes,7990,$85 ,17-Nov,107.61,4.67851358
Infinix Zero 5,Infinix,Zero 5,4350,5.98,Yes,1080,1920,8,6000,64,12,16,Android,Yes,Yes,Yes,2,Yes,Yes,12999,$275 ,17-Nov,348.15,5.852633421
Intex Aqua Jewel 2,Intex,Aqua Jewel 2,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4970,$80 ,17-Nov,101.28,4.617888958
Intex Aqua Lions T1,Intex,Aqua Lions T1,2700,5.2,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4495,$75 ,17-Nov,94.95,4.553350437
Karbonn K9 Smart Eco,Karbonn,K9 Smart Eco,2300,5,Yes,480,854,4,1000,8,2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999,$60 ,17-Nov,75.96,4.330206886
Karbonn K9 Smart Yuva,Karbonn,K9 Smart Yuva,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3800,$70 ,17-Nov,88.62,4.484357566
Karbonn A1 Indian,Karbonn,A1 Indian,1500,4,Yes,480,800,4,1000,8,3.2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2450,$50 ,17-Nov,63.3,4.147885329
Billion Capture+,Billion,Capture+,3500,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4890,$175 ,17-Nov,221.55,5.400648298
Zen Admire Unity,Zen,Admire Unity,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999,$65 ,17-Nov,82.29,4.410249594
Panasonic Eluga I5,Panasonic,Eluga I5,2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8990,$125 ,17-Nov,158.25,5.064176061
Itel S21,Itel,S21,2700,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900,$80 ,17-Nov,101.28,4.617888958
Panasonic Eluga A4,Panasonic,Eluga A4,5000,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5935,$150 ,17-Nov,189.9,5.246497618
Redmi Y1 Lite,Xiaomi,Redmi Y1 Lite,3080,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,$110 ,17-Nov,139.26,4.93634269
Huawei Holly 4 Plus,Huawei,Holly 4 Plus,4000,5.5,Yes,720,1290,4,3000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,14990,$215 ,17-Nov,272.19,5.606500352
Karbonn K9 Smart Selfie,Karbonn,K9 Smart Selfie,2300,5,Yes,480,854,4,1000,8,5,8,Android,Yes,Yes,Yes,2,Yes,Yes,3282,$70 ,17-Nov,88.62,4.484357566
Celkon Smart 4G,Celkon,Smart 4G,1500,4,Yes,480,800,4,1000,8,3.2,2,Android,Yes,Yes,No,2,Yes,Yes,3199,$80 ,17-Nov,101.28,4.617888958
Sony Xperia R1 Plus,Sony,Xperia R1 Plus,2620,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9500,$215 ,17-Nov,272.19,5.606500352
Sony Xperia R1,Sony,Xperia R1,2620,5.2,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9990,$195 ,17-Nov,246.87,5.508861882
Oppo F5,Oppo,F5,3200,6,Yes,1080,2160,8,4000,32,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,10499,$310 ,17-Oct,392.46,5.972434621
Honor 9i,Honor,9i,3340,5.9,Yes,1080,2160,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$275 ,17-Oct,348.15,5.852633421
Google Pixel 2 XL,Google,Pixel 2 XL,3520,6,Yes,1440,2880,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,12994,$849 ,17-Oct,1074.834,6.97992151
Google Pixel 2,Google,Pixel 2,2700,5,Yes,1080,1920,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,9994,$649 ,17-Oct,821.634,6.71129504
Redmi 5A,Xiaomi,Redmi 5A,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7199,$100 ,17-Oct,126.6,4.84103251
Honor Holly 4,Honor,Holly 4,3020,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499,$150 ,17-Oct,189.9,5.246497618
Intex Aqua Lions X1+,Intex,Aqua Lions X1+,2800,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4199,$110 ,17-Oct,139.26,4.93634269
Karbonn A40 Indian,Karbonn,A40 Indian,1400,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,No,2,Yes,Yes,3250,$60 ,17-Oct,75.96,4.330206886
Karbonn Titanium Jumbo,Karbonn,Titanium Jumbo,4000,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,7490,$95 ,17-Oct,120.27,4.789739215
Micromax Bharat-2 Ultra,Micromax,Bharat-2 Ultra,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2299,$45 ,17-Oct,56.97,4.042524813
Nokia 2,Nokia,2,4100,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$115 ,17-Oct,145.59,4.980794452
Lephone W15,Lephone,W15,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3970,$70 ,17-Oct,88.62,4.484357566
Xolo Era 3,Xolo,Era 3,2500,5,Yes,720,1280,4,1000,8,5,8,Android,Yes,Yes,Yes,1,Yes,Yes,5999,$90 ,17-Oct,113.94,4.735671994
Xolo Era 2V,Xolo,Era 2V,3000,5,Yes,720,1280,4,2000,16,8,13,Android,Yes,Yes,Yes,2,Yes,Yes,7499,$105 ,17-Oct,132.93,4.889822674
Xolo Era 3X,Xolo,Era 3X,3000,5,Yes,720,1280,4,3000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8499,$115 ,17-Oct,145.59,4.980794452
Samsung Galaxy J2 (2017),Samsung,Galaxy J2 (2017),2000,4.7,Yes,540,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,6000,$115 ,17-Oct,145.59,4.980794452
Swipe Elite Pro,Swipe,Elite Pro,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,No,Yes,2,Yes,Yes,4399,$100 ,17-Oct,126.6,4.84103251
BlackBerry Motion,BlackBerry,Motion,4000,5.5,Yes,1080,1920,8,4000,32,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,29999,$460 ,17-Oct,582.36,6.367088813
Lava Z90,Lava,Z90,2750,5.2,Yes,720,1280,4,3000,32,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$180 ,17-Oct,227.88,5.428819175
Lava Z80,Lava,Z80,2500,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4725,$150 ,17-Oct,189.9,5.246497618
Lava Z70,Lava,Z70,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5279,$130 ,17-Oct,164.58,5.103396774
Samsung Galaxy Note 8,Samsung,Galaxy Note 8,3300,6.3,Yes,1440,2960,8,6000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,49999,$929 ,17-Sep,1176.114,7.069971063
Apple iPhone 8,Apple,iPhone 8,1821,4.7,Yes,750,1334,6,2000,64,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,36999,$699 ,17-Sep,884.934,6.785513066
Apple iPhone 8 Plus,Apple,iPhone 8 Plus,2691,5.5,Yes,1080,1920,6,3000,64,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,47000,$799 ,17-Sep,1011.534,6.919223269
Xiaomi Mi MIX 2,Xiaomi,Mi MIX 2,3400,5.99,Yes,1080,2160,8,6000,64,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,29999,$500 ,17-Sep,633,6.450470422
Lenovo K8 Plus,Lenovo,K8 Plus,4000,5.2,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6990,$155 ,17-Sep,196.23,5.279287441
Mi A1,Xiaomi,Mi A1,3080,5.5,Yes,1080,1920,8,4000,32,12,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$230 ,17-Sep,291.18,5.673941633
LG V30+,LG,V30+,3300,6,Yes,1440,2880,8,4000,128,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,27999,$850 ,17-Sep,1076.1,6.981098673
Gionee M7 Power,Gionee,M7 Power,5000,6,Yes,720,1440,8,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8890,$300 ,17-Sep,379.8,5.939644798
Vivo V7+,Vivo,V7+,3225,5.99,Yes,720,1440,8,4000,64,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,10990,$350 ,17-Sep,443.1,6.093795478
Asus ZenFone 4 Selfie Pro,Asus,ZenFone 4 Selfie Pro,3000,5.5,Yes,1080,1920,8,4000,64,16,12,Android,Yes,Yes,Yes,2,Yes,Yes,25999,$380 ,17-Sep,481.08,6.176033576
Kult Gladiator,Kult,Gladiator,4000,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6899,$120 ,17-Sep,151.92,5.023354067
InFocus Turbo 5 Plus,InFocus,Turbo 5 Plus,4850,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5350,$150 ,17-Sep,189.9,5.246497618
Nuu Mobile M3,Nuu Mobile,M3,3200,5.5,Yes,720,1280,4,3000,32,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4229,$130 ,17-Sep,164.58,5.103396774
Comio C2,Comio,C2,4000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4199,$110 ,17-Sep,139.26,4.93634269
LG K7i,LG,K7i,2500,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4321,$120 ,17-Sep,151.92,5.023354067
Ziox Astra Curve 4G,Ziox,Astra Curve 4G,2200,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799,$80 ,17-Sep,101.28,4.617888958
Panasonic Eluga I4,Panasonic,Eluga I4,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,No,Yes,5699,$125 ,17-Sep,158.25,5.064176061
10.or G,10.or,G,4000,5.5,Yes,1080,1920,8,3000,32,13,16,Android,Yes,No,Yes,2,Yes,Yes,6999,$140 ,17-Sep,177.24,5.177504746
